alcohol,total sulfur dioxide,volatile acidity,fixed acidity,residual sugar,chlorides,free sulfur dioxide,pH,sulphates,citric acid,density
9.4,146.0,0.24,6.6,12.3,0.051,35.0,3.1,0.67,0.22,0.99676
10.3,79.0,0.17,6.2,1.1,0.037,14.0,3.5,0.54,0.3,0.993
8.9,162.0,0.16,6.1,12.6,0.064,63.0,3.66,0.43,0.27,0.9994
10.9,77.0,0.2,5.8,1.4,0.031,12.0,3.25,0.36,0.27,0.9905
12.5,79.0,0.31,6.7,14.5,0.038,6.0,3.14,0.34,0.32,0.99412
9.4,228.0,0.32,7.0,6.2,0.048,31.0,3.23,0.62,0.24,0.9957
9.5,210.0,0.43,7.7,10.0,0.169,22.0,3.02,0.64,0.37,0.99776
9.5,155.0,0.33,6.8,7.0,0.05,29.0,3.14,0.42,0.44,0.9955
11.2,90.0,0.16,7.0,2.6,0.043,34.0,2.88,0.47,0.3,0.99047
11.5,114.0,0.27,7.1,10.4,0.041,26.0,3.04,0.52,0.27,0.99335
9.0,179.0,0.13,7.8,1.8,0.04,43.0,3.43,0.41,0.3,0.9955
11.9,154.0,0.2,7.9,1.0,0.041,37.0,3.08,0.43,0.39,0.99093
11.0,132.0,0.21,7.2,3.0,0.036,35.0,3.25,0.4,0.33,0.9928
11.1,138.0,0.27,6.0,1.3,0.038,32.0,3.46,0.43,0.26,0.99125
9.6,197.0,0.27,8.4,8.7,0.048,39.0,3.14,0.59,0.46,0.9974
10.7,75.0,0.66,6.7,13.0,0.033,32.0,3.15,0.5,0.0,0.99551
9.7,171.0,0.33,8.9,1.4,0.056,14.0,3.13,0.47,0.34,0.9946
8.9,229.0,0.35,7.4,13.9,0.054,63.0,3.11,0.5,0.2,0.99888
11.1,95.0,0.32,5.6,7.4,0.037,25.0,3.25,0.49,0.33,0.99268
12.15,72.0,0.26,6.0,2.2,0.035,10.0,3.11,0.48,0.26,0.989465
9.6,221.0,0.52,6.8,13.2,0.044,54.0,3.27,0.5,0.32,0.9972
9.2,190.0,0.2,7.4,16.95,0.048,43.0,3.03,0.42,0.37,0.9995
9.2,150.0,0.12,7.7,1.4,0.06,47.0,3.37,0.42,0.32,0.9952
10.2,155.0,0.25,6.8,8.1,0.046,24.0,3.33,0.59,0.38,0.9956
12.3,90.0,0.24,6.5,1.0,0.027,31.0,3.24,0.36,0.38,0.98926
9.0,86.0,0.48,7.0,4.5,0.05,23.0,2.86,0.35,0.12,0.99398
10.2,139.0,0.28,6.5,8.8,0.04,44.0,3.32,0.37,0.26,0.9956
10.8,131.0,0.475,6.4,1.0,0.03,9.0,2.97,0.29,0.06,0.9904
11.1,111.0,0.25,7.1,1.2,0.04,31.0,3.18,0.53,0.28,0.99174
12.4,105.0,0.3,7.0,4.7,0.036,17.0,3.26,0.68,0.49,0.9916
10.5,137.0,0.31,7.4,1.6,0.05,33.0,3.31,0.56,0.28,0.9929
12.4,111.0,0.18,6.1,2.3,0.033,28.0,3.16,0.49,0.38,0.98962
11.3,72.0,0.18,7.1,1.3,0.033,12.0,3.05,0.53,0.49,0.99072
9.2,204.0,0.32,6.6,1.3,0.06,42.5,3.59,0.51,0.24,0.99512
10.3,215.0,0.31,6.7,6.8,0.059,51.0,3.33,0.56,0.34,0.99538
10.0,188.0,0.3,8.0,9.4,0.046,47.0,3.14,0.48,0.49,0.9964
11.5,84.0,0.2,6.4,2.5,0.032,24.0,3.31,0.55,0.28,0.99168
9.2,140.0,0.32,5.9,3.3,0.114,24.0,3.09,0.45,0.39,0.9934
12.3,96.0,0.26,6.0,1.0,0.032,27.0,3.38,0.44,0.29,0.9896
10.2,145.0,0.21,8.2,10.65,0.053,53.0,3.17,0.48,0.32,0.9972
9.6,168.0,0.32,6.6,8.0,0.047,57.0,3.15,0.46,0.36,0.9949
9.4,196.0,0.28,6.6,8.2,0.044,60.0,3.14,0.48,0.42,0.99562
12.3,134.0,0.24,6.1,9.0,0.031,41.0,3.25,0.26,0.32,0.99234
12.4,111.0,0.17,7.3,8.2,0.028,44.0,3.14,0.41,0.36,0.99272
12.2,81.0,0.25,5.9,1.5,0.029,37.0,3.2,0.46,0.27,0.9892
10.8,124.0,0.36,9.8,1.6,0.042,11.0,2.93,0.46,0.45,0.9944
12.7,87.0,0.32,6.8,3.4,0.023,19.0,3.14,0.53,0.37,0.9902
9.1,206.0,0.25,6.2,8.0,0.049,53.0,3.16,0.47,0.42,0.99586
11.2,118.0,0.2,6.0,3.0,0.031,26.0,3.38,0.68,0.32,0.99134
10.5,144.0,0.2,7.9,1.6,0.053,15.0,3.16,0.47,0.49,0.993
9.5,249.0,0.18,8.2,11.8,0.039,96.0,3.07,0.52,0.31,0.9976
12.5,86.0,0.24,6.6,2.0,0.023,19.0,3.25,0.45,0.29,0.99
9.1,183.0,0.25,6.6,14.4,0.052,40.0,3.02,0.5,0.3,0.998
12.7,70.0,0.32,6.2,2.2,0.036,15.0,3.16,0.48,0.32,0.9899
11.6,127.0,0.24,6.7,6.8,0.038,54.0,3.33,0.46,0.29,0.9932
8.6,193.0,0.36,7.3,13.3,0.054,63.0,3.06,0.49,0.54,0.99864
12.9,142.0,0.3,6.3,2.1,0.048,33.0,3.22,0.46,0.29,0.98956
9.3,211.0,0.24,6.4,11.6,0.047,60.0,3.18,0.57,0.5,0.9966
12.5,74.0,0.31,6.7,2.0,0.033,12.0,3.29,0.65,0.33,0.99064
9.0,205.0,0.25,7.2,14.4,0.055,55.0,3.12,0.38,0.28,0.9986
11.4,156.0,0.25,7.1,2.3,0.05,32.0,3.14,0.51,0.31,0.9914
12.3,197.0,0.29,7.6,9.6,0.03,45.0,3.13,0.38,0.49,0.9938
9.0,146.0,0.105,7.4,12.2,0.05,57.0,3.16,0.37,0.34,0.9973
10.0,137.0,0.17,7.6,11.2,0.054,56.0,3.15,0.47,0.45,0.997
11.4,67.0,0.43,6.4,1.4,0.048,10.0,3.08,0.41,0.32,0.992
10.2,69.0,0.26,8.2,1.3,0.046,7.0,3.14,0.62,0.44,0.9944
9.8,130.0,0.18,9.2,1.5,0.041,39.0,3.04,0.49,0.49,0.9945
11.9,111.0,0.545,6.6,2.5,0.031,48.0,3.14,0.32,0.04,0.9906
9.7,202.0,0.25,6.8,13.3,0.05,69.0,3.22,0.48,0.31,0.9972
12.3,102.0,0.27,5.9,2.0,0.034,31.0,3.16,0.56,0.32,0.98952
11.3,130.0,0.17,5.8,1.4,0.037,55.0,3.29,0.38,0.3,0.9909
9.4,223.0,0.23,7.3,14.6,0.048,73.0,3.16,0.71,0.41,0.99863
11.5,84.0,0.3,9.0,7.2,0.039,32.0,2.94,0.32,0.49,0.9938
9.9,101.0,0.17,6.4,9.9,0.047,26.0,3.34,0.5,0.27,0.99596
9.1,116.0,0.15,6.2,11.0,0.035,46.0,3.12,0.38,0.27,0.99602
12.5,119.0,0.28,6.6,0.8,0.037,42.0,3.03,0.37,0.34,0.9888
11.0,107.0,0.18,7.4,2.7,0.03,30.0,2.97,0.53,0.34,0.992
9.2,143.0,0.2,6.2,1.6,0.065,17.0,3.22,0.52,0.49,0.9937
10.2,136.0,0.34,7.3,3.2,0.05,14.0,3.25,0.44,0.21,0.9936
10.2,143.0,0.16,8.6,3.4,0.04,41.0,2.95,0.39,0.38,0.9932
9.5,131.0,0.28,6.6,10.9,0.051,37.0,2.93,0.62,0.09,0.99566
9.5,183.0,0.33,6.1,7.8,0.052,52.0,3.39,0.65,0.32,0.99657
10.2,113.0,0.29,6.5,7.0,0.04,18.0,3.17,0.38,0.26,0.99366
12.4,79.0,0.29,6.4,2.9,0.036,25.0,3.29,0.6,0.3,0.99037
9.6,115.0,0.22,6.5,4.5,0.096,16.0,3.02,0.44,0.19,0.9937
12.6,104.0,0.44,6.7,1.9,0.03,41.0,3.29,0.62,0.31,0.99
8.7,194.0,0.41,7.4,10.8,0.051,77.0,3.05,0.46,0.66,0.9976
10.1,83.0,0.36,9.8,10.5,0.038,4.0,2.89,0.3,0.46,0.9956
9.8,170.0,0.21,6.8,14.5,0.06,50.0,3.55,0.44,0.49,0.9991
9.8,216.5,0.37,6.4,4.85,0.041,39.5,3.1,0.5,0.37,0.99432
9.6,135.0,0.17,6.4,1.5,0.091,42.0,3.25,0.49,0.34,0.9938
10.6,128.0,0.19,5.8,1.3,0.044,38.0,3.77,0.6,0.24,0.99362
11.5,96.0,0.33,6.5,14.5,0.048,20.0,3.06,0.3,0.24,0.99456
11.7,116.0,0.3,5.8,3.5,0.033,25.0,3.2,0.44,0.33,0.99057
11.0,119.0,0.52,6.0,7.7,0.046,24.0,3.04,0.38,0.33,0.99224
10.4,137.0,0.28,6.8,9.3,0.031,35.0,3.16,0.36,0.44,0.9946
9.5,155.0,0.34,7.2,8.9,0.105,22.0,3.01,0.58,0.23,0.99692
9.6,105.0,0.21,6.4,5.1,0.097,21.0,3.07,0.46,0.21,0.9939
11.0,124.0,0.19,7.8,7.4,0.015,47.0,2.99,0.39,0.32,0.99278
9.2,120.0,0.21,7.1,1.6,0.167,65.0,2.97,0.51,0.72,0.99324
12.5,116.0,0.19,6.5,1.6,0.029,39.0,3.21,0.68,0.34,0.98954
10.8,152.0,0.22,6.8,5.9,0.054,40.0,3.2,0.57,0.32,0.9938
9.9,176.0,0.34,7.3,1.4,0.044,43.0,3.14,0.46,0.22,0.99286
9.6,182.0,0.23,7.6,10.0,0.036,45.0,3.08,0.58,0.49,0.9967
10.8,141.0,0.2,6.3,1.6,0.027,36.0,3.53,0.56,0.26,0.99268
11.0,161.0,0.23,7.5,7.0,0.036,43.0,3.04,0.32,0.36,0.9938
10.8,137.0,0.19,6.6,11.8,0.042,54.0,3.18,0.37,0.28,0.99492
10.5,157.0,0.16,6.4,5.3,0.043,42.0,3.35,0.47,0.31,0.99455
12.5,193.0,0.26,7.4,3.7,0.032,29.0,3.1,0.67,0.32,0.99134
10.4,90.0,0.31,7.7,7.8,0.031,23.0,3.13,0.5,0.26,0.9944
11.5,61.0,0.25,8.5,2.8,0.032,11.0,3.06,0.44,0.31,0.99189
9.4,156.0,0.19,7.3,1.5,0.05,31.0,3.32,0.64,0.68,0.9946
11.6,107.0,0.28,6.5,2.7,0.038,26.0,3.32,0.41,0.29,0.9912
8.7,148.0,0.28,6.4,11.0,0.042,45.0,3.14,0.46,0.27,0.99786
9.6,33.0,0.17,10.3,1.4,0.037,5.0,2.89,0.28,0.47,0.9939
13.0,88.0,0.36,6.1,8.15,0.035,14.0,3.06,0.27,0.26,0.99031
11.0,98.0,0.3,7.6,2.1,0.043,10.0,3.17,0.65,0.38,0.99296
12.9,113.0,0.24,6.7,2.3,0.044,37.0,3.29,0.46,0.31,0.99013
11.9,84.0,0.17,7.7,5.9,0.017,21.0,3.14,0.4,0.52,0.9929
9.3,105.0,0.14,5.7,5.4,0.045,26.0,3.32,0.45,0.3,0.99469
9.5,138.0,0.33,6.2,1.3,0.042,26.0,3.77,0.64,0.29,0.9956
9.4,120.0,0.25,5.7,12.5,0.049,52.5,3.08,0.45,0.26,0.99691
11.0666666666667,143.0,0.31,5.7,7.3,0.05,33.0,3.31,0.5,0.29,0.99332
9.5,171.0,0.35,6.4,2.1,0.051,46.0,3.16,0.5,0.21,0.9932
10.5,172.0,0.24,6.8,6.4,0.048,44.0,3.29,0.55,0.35,0.9944
9.7,172.0,0.42,8.3,19.25,0.04,41.0,2.98,0.67,0.62,1.0002
12.2,165.0,0.23,7.3,1.9,0.041,51.0,3.26,0.4,0.37,0.9908
9.5,172.0,0.36,6.4,5.7,0.118,61.0,3.24,0.43,0.2,0.9946
9.9,208.0,0.32,6.5,1.2,0.054,39.0,3.18,0.46,0.23,0.99272
9.5,137.0,0.41,6.7,2.8,0.048,39.0,3.24,0.35,0.01,0.9942
11.7,112.0,0.3,7.9,8.5,0.036,20.0,2.96,0.46,0.27,0.9939
10.5,87.0,0.29,7.0,1.6,0.044,12.0,3.08,0.46,0.26,0.9923
12.1,151.0,0.22,6.5,3.7,0.059,29.0,3.23,0.41,0.28,0.99177
12.2,92.0,0.27,6.3,1.2,0.063,35.0,3.38,0.42,0.49,0.9911
10.8,107.0,0.21,7.9,1.2,0.039,38.0,3.21,0.54,0.4,0.992
10.1,132.0,0.13,6.9,13.3,0.05,47.0,3.34,0.42,0.28,0.99655
12.0,126.0,0.34,7.5,6.0,0.034,12.0,3.16,0.39,0.35,0.9924
9.3,230.0,0.29,6.8,11.9,0.043,66.0,3.02,0.63,0.56,0.9972
11.2,164.0,0.42,7.9,8.2,0.056,32.0,3.29,0.6,0.49,0.9965
10.7,121.0,0.23,8.2,1.2,0.027,36.0,3.12,0.38,0.4,0.992
10.3,120.0,0.32,7.2,5.6,0.033,23.0,2.92,0.66,0.24,0.99334
12.4,163.0,0.34,7.3,5.2,0.04,45.0,3.3,0.47,0.39,0.9925
10.6,154.0,0.22,8.2,9.6,0.037,53.0,3.02,0.33,0.49,0.9951
10.0,166.0,0.37,6.9,9.5,0.057,54.0,3.23,0.42,0.23,0.99568
12.5,86.0,0.27,7.7,1.8,0.041,23.0,3.16,0.42,0.49,0.9914
9.0,106.0,0.33,5.8,5.0,0.053,29.0,3.13,0.52,0.23,0.99458
9.4,206.0,0.28,6.2,7.9,0.056,49.0,3.18,0.52,0.51,0.9956
11.8,105.0,0.24,8.1,10.5,0.03,34.0,3.11,0.42,0.32,0.99407
12.2,128.0,0.28,6.5,4.8,0.029,54.0,3.17,0.44,0.25,0.99074
9.9,166.0,0.4,7.3,6.7,0.058,41.0,3.2,0.41,0.24,0.995
10.0,143.0,0.34,6.4,6.3,0.039,37.0,3.19,0.65,0.23,0.9944
13.1,124.0,0.33,6.1,3.0,0.036,30.0,3.31,0.4,0.3,0.98922
9.1,195.0,0.26,7.3,17.85,0.049,41.5,3.06,0.44,0.33,1.0
12.3,94.0,0.34,6.1,4.7,0.029,21.0,3.29,0.62,0.46,0.991
10.2,185.0,0.22,8.2,1.8,0.047,47.0,3.13,0.5,0.3,0.9933
13.1,118.0,0.17,6.3,1.0,0.04,39.0,3.31,0.4,0.32,0.98886
9.0,173.0,0.32,6.6,15.6,0.063,27.0,3.18,0.56,0.47,0.99872
12.3,114.0,0.32,7.2,2.0,0.033,37.0,3.1,0.71,0.36,0.9906
10.2,100.0,0.2,6.7,6.5,0.044,28.0,3.12,0.33,0.24,0.99348
12.3,91.0,0.24,6.6,6.7,0.032,26.0,3.13,0.32,0.28,0.99172
9.3,173.0,0.32,7.4,1.4,0.049,38.0,3.03,0.52,0.27,0.99335
12.6,106.0,0.37,6.8,1.9,0.024,64.0,3.45,0.6,0.28,0.98993
11.9,177.0,0.25,7.3,2.1,0.034,30.0,3.25,0.4,0.36,0.99085
10.4,124.0,0.27,9.1,10.6,0.035,28.0,3.2,0.46,0.45,0.997
9.8,218.5,0.37,6.0,1.0,0.053,31.0,3.29,0.72,0.32,0.9924
13.2,93.0,0.16,6.6,1.1,0.031,27.0,3.23,0.34,0.36,0.98884
11.0,161.0,0.27,6.1,6.2,0.048,47.0,3.22,0.6,0.32,0.99281
9.9,143.0,0.21,7.1,1.4,0.037,45.0,3.13,0.33,0.3,0.9932
11.8,87.0,0.22,7.7,1.9,0.052,10.0,3.3,0.49,0.42,0.9922
9.5,231.0,0.25,6.6,11.3,0.049,77.0,3.24,0.52,0.42,0.9966
10.9,131.0,0.25,6.1,10.0,0.055,56.0,3.22,0.35,0.28,0.994
12.0,84.0,0.17,6.8,1.8,0.04,29.0,2.91,0.57,0.35,0.98961
10.1,142.0,0.21,6.3,1.5,0.051,46.0,3.23,0.42,0.28,0.9928
9.4,133.0,0.34,6.1,5.0,0.042,17.0,3.02,0.53,0.21,0.99373
12.6,139.0,0.21,6.8,2.1,0.03,26.0,3.16,0.61,0.27,0.99
12.2,130.0,0.2,8.3,4.45,0.044,33.0,3.25,0.42,0.74,0.9924
11.9,70.0,0.315,5.8,1.55,0.026,15.0,3.37,0.4,0.27,0.98994
10.9,119.0,0.2,7.3,1.2,0.037,48.0,3.32,0.49,0.37,0.992
9.0,201.0,0.36,6.2,13.2,0.051,54.0,3.25,0.46,0.26,0.9976
10.9,46.0,0.2,6.8,1.6,0.028,7.0,3.21,0.6,0.36,0.99175
12.8,138.0,0.46,7.9,4.1,0.033,40.0,3.18,0.44,0.32,0.9912
10.4,73.0,0.23,8.2,0.9,0.057,15.0,3.07,0.38,0.49,0.9928
11.2,161.0,0.22,7.3,9.9,0.031,48.0,3.01,0.28,0.49,0.9937
13.1,86.0,0.3,5.8,4.9,0.039,22.0,3.23,0.58,0.38,0.98963
9.73333333333333,187.0,0.22,5.2,6.2,0.066,41.0,3.19,0.42,0.46,0.99362
8.6,125.0,0.21,6.0,13.1,0.042,28.0,3.39,0.45,0.29,0.99936
9.4,111.0,0.18,5.7,4.2,0.042,25.0,3.35,0.39,0.22,0.994
9.6,160.0,0.27,6.8,13.0,0.047,69.0,3.16,0.5,0.3,0.99705
11.6,108.0,0.33,8.0,10.0,0.035,22.0,3.12,0.36,0.35,0.99457
13.8,134.0,0.785,4.7,3.4,0.036,23.0,3.53,0.92,0.0,0.98981
9.6,156.0,0.34,6.8,6.6,0.052,28.0,3.14,0.41,0.44,0.9955
9.4,162.0,0.35,7.0,1.8,0.069,15.0,3.18,0.47,0.31,0.9944
8.9,223.0,0.32,6.8,7.5,0.041,71.0,3.14,0.41,0.18,0.9959
9.7,191.0,0.23,7.5,9.2,0.038,54.0,3.04,0.56,0.32,0.9966
11.8,34.0,0.34,7.5,3.85,0.031,5.0,3.01,0.36,0.24,0.99098
10.4,103.0,0.27,8.1,1.7,0.03,38.0,3.22,0.63,0.35,0.99255
8.8,133.0,0.21,6.8,18.1,0.046,32.0,3.27,0.48,0.36,1.0
10.4,169.0,0.34,7.4,14.9,0.037,70.0,3.25,0.37,0.3,0.99698
9.5,118.0,0.19,5.8,4.9,0.04,44.0,3.34,0.38,0.49,0.9935
8.5,183.0,0.18,6.4,18.0,0.054,56.0,2.98,0.61,0.48,1.00038
9.3,63.0,0.415,5.9,0.8,0.038,22.0,3.36,0.36,0.02,0.9932
9.4,117.0,0.25,8.0,1.2,0.061,27.0,3.08,0.34,0.49,0.9938
12.7,100.0,0.44,7.9,4.45,0.033,23.0,3.17,0.52,0.26,0.99117
11.3,119.0,0.33,5.3,1.2,0.048,25.0,3.32,0.62,0.3,0.99045
9.2,158.0,0.18,7.6,18.05,0.046,36.0,3.06,0.41,0.49,0.9996
10.5,105.0,0.2,7.1,9.6,0.037,19.0,3.04,0.37,0.27,0.99444
9.4,198.0,0.32,6.3,11.1,0.039,29.0,3.36,0.5,0.35,0.9984
9.6,55.0,0.26,7.6,1.6,0.068,5.0,3.1,0.45,0.47,0.9944
12.0,178.0,0.32,8.0,4.6,0.042,56.0,3.29,0.47,0.36,0.9928
12.0,76.0,0.26,7.6,1.3,0.048,23.0,2.96,0.46,0.32,0.9903
9.0,197.0,0.18,7.3,17.3,0.055,32.0,3.13,0.46,0.31,1.0002
11.4,112.0,0.17,6.6,1.5,0.032,28.0,3.25,0.55,0.38,0.9914
9.5,102.0,0.17,7.6,4.5,0.042,26.0,3.09,0.47,0.36,0.99427
9.2,220.0,0.47,7.6,13.0,0.239,42.0,2.96,0.51,0.49,0.9988
9.7,178.0,0.24,7.3,13.6,0.05,41.0,3.37,0.43,0.41,0.9988
9.1,207.0,0.36,6.1,19.35,0.07,67.0,3.39,0.53,0.41,1.00118
11.6,180.0,0.3,7.4,5.25,0.053,33.0,3.13,0.45,0.22,0.9926
12.0,135.0,0.49,7.7,19.6,0.03,28.0,3.24,0.4,1.0,0.9973
12.0,143.0,0.27,7.4,2.4,0.014,15.0,3.03,0.65,0.31,0.99094
9.2,109.0,0.13,7.3,14.4,0.051,34.0,3.2,0.35,0.32,0.9974
12.6,136.0,0.24,6.9,1.7,0.035,47.0,3.26,0.4,0.33,0.99
9.9,182.0,0.19,7.8,8.9,0.039,42.0,3.18,0.46,0.26,0.996
13.05,97.0,0.22,5.6,1.2,0.024,29.0,3.2,0.46,0.32,0.98823
10.0,127.0,0.26,7.3,11.8,0.057,48.0,3.1,0.55,0.33,0.99693
12.3,116.0,0.28,7.5,4.2,0.028,36.0,2.99,0.41,0.34,0.991
13.2,114.0,0.43,7.3,4.6,0.028,17.0,3.23,0.43,0.37,0.991
10.3,122.0,0.16,8.0,1.5,0.033,14.0,3.2,0.39,0.36,0.9941
9.8,180.0,0.22,6.8,13.6,0.055,50.0,3.44,0.39,0.3,0.9984
11.7,79.0,0.15,6.6,1.0,0.037,45.0,2.96,0.5,0.34,0.98949
11.0,97.0,0.24,5.3,1.3,0.033,25.0,3.59,0.38,0.33,0.9906
9.0,194.0,0.22,6.8,10.6,0.07,67.0,2.89,0.42,0.3,0.99654
12.05,98.0,0.2,5.0,1.9,0.015,20.0,3.37,0.55,0.4,0.9897
9.1,146.0,0.34,6.7,16.4,0.051,20.0,3.06,0.54,0.31,0.99834
10.0,110.0,0.42,9.8,9.85,0.034,5.0,2.87,0.29,0.48,0.9958
8.8,133.0,0.23,7.5,11.0,0.047,37.0,2.99,0.38,0.68,0.9978
11.4,104.0,0.32,7.2,8.25,0.02,14.0,2.99,0.44,0.3,0.99362
12.3,108.0,0.24,5.9,2.0,0.037,40.0,3.19,0.5,0.34,0.98948
10.3,98.0,0.16,8.3,1.7,0.057,31.0,3.15,0.41,0.48,0.9943
11.4,81.0,0.14,6.9,1.0,0.041,22.0,3.03,0.54,0.38,0.99043
11.4,48.0,0.21,7.8,1.35,0.052,6.0,3.15,0.28,0.49,0.9911
9.8,130.0,0.15,8.7,1.6,0.046,29.0,3.22,0.38,0.3,0.9942
10.5,117.0,0.31,7.2,1.4,0.057,17.0,3.16,0.35,0.24,0.9928
10.4,127.0,0.25,5.7,12.2,0.041,43.0,3.23,0.53,0.32,0.99524
12.7,114.0,0.36,7.1,4.8,0.019,39.0,3.08,0.49,0.37,0.99036
9.8,199.0,0.27,7.6,13.9,0.05,45.0,3.34,0.5,0.25,0.9984
9.7,102.0,0.25,8.2,3.75,0.05,14.0,3.28,0.58,0.46,0.99524
10.4,134.0,0.37,7.4,9.6,0.05,33.0,3.13,0.46,0.26,0.99608
9.5,145.0,0.24,6.7,12.3,0.046,31.0,3.36,0.4,0.33,0.9983
9.2,215.0,0.42,7.8,8.8,0.054,42.0,3.02,0.58,0.23,0.9971
9.7,197.0,0.4,8.4,13.1,0.042,29.0,3.06,0.64,0.7,0.998
9.5,134.0,0.345,7.6,1.9,0.043,15.0,3.08,0.38,0.26,0.9936
12.8,87.0,0.32,8.2,2.1,0.062,26.0,3.1,0.47,0.26,0.98974
11.1,154.0,0.17,7.6,1.6,0.047,43.0,3.36,0.69,0.35,0.9934
11.0,96.0,0.27,7.6,9.2,0.018,23.0,3.08,0.29,0.3,0.9938
11.3,122.0,0.255,5.4,1.2,0.051,29.0,3.37,0.66,0.33,0.99048
10.9,67.0,0.26,6.6,1.4,0.039,13.0,3.05,0.49,0.29,0.9915
9.4,102.0,0.16,5.5,4.5,0.03,30.0,3.24,0.36,0.22,0.9938
12.3,74.0,0.335,5.2,1.7,0.033,17.0,3.34,0.48,0.2,0.99002
10.8,115.0,0.205,5.6,12.55,0.051,31.0,3.4,0.38,0.16,0.99564
10.1,140.0,0.25,6.5,17.4,0.064,29.0,3.2,0.49,0.27,0.99776
11.0,150.0,0.15,6.4,1.8,0.034,43.0,3.42,0.69,0.36,0.9922
9.4,177.0,0.22,6.0,11.1,0.056,112.0,3.08,0.36,0.25,0.9961
10.8,107.0,0.25,6.1,1.2,0.036,42.0,3.34,0.56,0.3,0.991
9.6,227.0,0.27,6.9,14.0,0.05,64.0,3.18,0.58,0.4,0.9979
10.6,134.0,0.26,6.4,2.2,0.025,33.0,3.21,0.47,0.3,0.992
11.4,98.0,0.28,7.1,1.5,0.053,20.0,3.15,0.5,0.31,0.99069
11.2,92.0,0.37,6.5,3.5,0.036,23.0,3.18,0.38,0.33,0.99136
9.6,144.0,0.31,7.1,1.0,0.042,21.0,3.13,0.4,0.17,0.99304
9.4,143.0,0.24,6.6,13.0,0.052,18.0,3.37,0.49,0.3,0.99825
11.8,150.0,0.31,7.6,1.8,0.037,39.0,3.05,0.44,0.24,0.9913
9.5,164.0,0.23,6.6,5.6,0.043,43.0,3.27,0.76,0.27,0.9953
12.5,92.0,0.34,8.2,5.2,0.076,19.0,2.95,0.39,0.29,0.99138
10.3,151.0,0.33,8.1,5.2,0.047,24.0,3.22,0.47,0.22,0.99527
10.0,97.0,0.2,6.3,1.4,0.204,15.0,3.16,0.43,0.58,0.9931
11.7,100.0,0.24,5.0,2.2,0.039,31.0,3.69,0.62,0.21,0.99098
12.2,99.0,0.2,5.8,1.4,0.042,44.0,3.23,0.37,0.16,0.98912
10.6,120.0,0.28,6.0,1.9,0.037,16.0,3.16,0.69,0.35,0.9933
11.2,98.0,0.16,7.0,2.6,0.029,28.0,3.11,0.37,0.36,0.99126
13.5,115.0,0.36,7.1,2.4,0.036,35.0,3.19,0.44,0.28,0.98936
10.0,81.0,0.15,6.7,7.9,0.034,17.0,3.29,0.31,0.32,0.99512
8.9,177.0,0.26,7.4,7.6,0.047,52.0,3.13,0.45,0.31,0.9962
11.6,175.0,0.26,6.3,2.2,0.043,35.0,3.38,0.43,0.29,0.9918
9.3,193.0,0.19,7.6,18.75,0.047,32.0,3.1,0.5,0.32,1.00014
10.7,111.0,0.21,6.8,1.2,0.047,25.0,3.13,0.41,0.74,0.9916
12.4,99.0,0.32,6.8,3.3,0.026,31.0,3.1,0.4,0.23,0.9896
8.8,159.0,0.21,6.9,2.4,0.056,49.0,3.02,0.47,0.28,0.9944
9.3,167.0,0.29,6.3,6.5,0.039,43.0,3.15,0.44,0.4,0.9953
10.0,149.0,0.25,7.8,3.7,0.042,37.0,3.36,0.45,0.41,0.9954
9.8,197.0,0.26,6.5,16.3,0.051,56.0,3.49,0.42,0.34,1.0004
9.4,227.0,0.27,6.5,10.0,0.039,74.0,3.18,0.5,0.4,0.99582
12.4,121.0,0.23,6.9,2.7,0.032,24.0,3.14,0.38,0.34,0.9902
12.8,75.0,0.66,6.2,1.2,0.029,29.0,3.33,0.39,0.48,0.9892
12.7,74.0,0.18,5.8,1.2,0.036,19.0,3.09,0.49,0.37,0.98853
11.3,75.0,0.21,5.5,1.2,0.04,18.0,3.31,0.56,0.25,0.99006
9.8,207.0,0.46,6.2,4.4,0.066,62.0,3.25,0.52,0.25,0.9939
9.7,106.0,0.19,6.4,10.2,0.043,40.0,3.16,0.5,0.35,0.99632
9.8,133.0,0.28,6.5,9.9,0.038,30.0,3.11,0.44,0.34,0.9954
12.7,126.0,0.33,7.5,2.6,0.051,26.0,3.32,0.53,0.36,0.99097
12.9,142.0,0.34,5.9,2.0,0.03,38.0,3.4,0.41,0.31,0.98892
9.5,124.0,0.2,7.1,11.6,0.042,45.0,2.92,0.59,0.36,0.997
12.0,164.0,0.3,6.8,2.8,0.038,10.0,3.09,0.53,0.35,0.9912
11.0,124.0,0.33,6.0,9.7,0.04,29.0,3.47,0.48,0.38,0.9954
10.5,138.0,0.18,7.5,6.2,0.05,21.0,3.2,0.55,0.37,0.99546
9.0,184.0,0.38,7.5,12.8,0.042,57.0,3.09,0.46,0.5,0.9984
9.8,90.0,0.22,7.0,8.9,0.05,24.0,3.29,0.46,0.29,0.99556
11.5,80.0,0.39,6.7,2.7,0.017,22.0,3.03,0.37,0.24,0.99084
10.2,128.0,0.28,7.0,1.7,0.038,27.0,3.2,0.62,0.32,0.99375
9.6,185.0,0.16,6.9,9.6,0.057,50.0,3.39,0.38,0.3,0.9978
11.3,104.0,0.24,7.3,2.5,0.042,31.0,3.05,0.56,0.3,0.9911
10.5,120.0,0.22,7.0,1.6,0.045,40.0,2.98,0.44,0.32,0.9914
